Logging to experiments/gym_fwalker2d/W/Mon-07-Nov-2022-10-28-41-AM-CST_gym_fwalker2d_trpo_iteration_20_seed2231
Print configuration .....
{'env_name': 'gym_fwalker2d', 'random_seeds': [3214, 2431, 2531, 2231], 'save_variables': False, 'model_save_dir': '/tmp/gym_fwalker2d_models/', 'restore_variables': False, 'start_onpol_iter': 0, 'onpol_iters': 33, 'num_path_random': 6, 'num_path_onpol': 6, 'env_horizon': 1000, 'max_train_data': 200000, 'max_val_data': 100000, 'discard_ratio': 0.0, 'dynamics': {'pre_training': {'mode': 'intrinsic_reward', 'itr': 0, 'policy_itr': 20}, 'model': 'nn', 'ensemble': False, 'ensemble_model_count': 5, 'enable_particle_ensemble': True, 'particles': 5, 'obs_var': 1.0, 'intrinsic_reward_coeff': 1.0, 'ita': 1.0, 'mode': 'random', 'val': True, 'n_layers': 4, 'hidden_size': 1000, 'activation': 'relu', 'batch_size': 1000, 'learning_rate': 0.001, 'reg_coeff': 0.0, 'epochs': 200, 'kfac_params': {'learning_rate': 0.1, 'damping': 0.001, 'momentum': 0.9, 'kl_clip': 0.0001, 'cov_ema_decay': 0.99}}, 'policy': {'network_shape': [64, 64], 'init_logstd': 0.0, 'activation': 'tanh', 'reinitialize_every_itr': False}, 'trpo': {'horizon': 1000, 'gamma': 0.99, 'step_size': 0.01, 'iterations': 20, 'batch_size': 50000, 'gae': 0.95, 'visualization': False, 'visualize_iterations': [0]}, 'algo': 'trpo'}
Generating random rollouts.
Path 0 | total_timesteps 0.
Path 184 | total_timesteps 3931.
Path 185 | total_timesteps 3958.
Path 186 | total_timesteps 3970.
Path 187 | total_timesteps 3982.
Path 188 | total_timesteps 4012.
Path 189 | total_timesteps 4037.
Path 190 | total_timesteps 4074.
Path 191 | total_timesteps 4087.
Path 192 | total_timesteps 4106.
Path 193 | total_timesteps 4119.
Path 194 | total_timesteps 4137.
Path 195 | total_timesteps 4151.
Path 196 | total_timesteps 4176.
Path 197 | total_timesteps 4189.
Path 198 | total_timesteps 4210.
Path 199 | total_timesteps 4231.
Path 200 | total_timesteps 4253.
Path 201 | total_timesteps 4278.
Path 202 | total_timesteps 4310.
Path 203 | total_timesteps 4325.
Path 204 | total_timesteps 4345.
Path 205 | total_timesteps 4353.
Path 206 | total_timesteps 4378.
Path 207 | total_timesteps 4388.
Path 208 | total_timesteps 4409.
Path 209 | total_timesteps 4420.
Path 210 | total_timesteps 4447.
Path 211 | total_timesteps 4459.
Path 212 | total_timesteps 4485.
Path 213 | total_timesteps 4505.
Path 214 | total_timesteps 4530.
Path 215 | total_timesteps 4547.
Path 216 | total_timesteps 4567.
Path 217 | total_timesteps 4590.
Path 218 | total_timesteps 4613.
Path 219 | total_timesteps 4628.
Path 220 | total_timesteps 4651.
Path 221 | total_timesteps 4662.
Path 222 | total_timesteps 4675.
Path 223 | total_timesteps 4710.
Path 224 | total_timesteps 4724.
Path 225 | total_timesteps 4757.
Path 226 | total_timesteps 4780.
Path 227 | total_timesteps 4815.
Path 228 | total_timesteps 4836.
Path 229 | total_timesteps 4870.
Path 230 | total_timesteps 4882.
Path 231 | total_timesteps 4901.
Path 232 | total_timesteps 4915.
Path 233 | total_timesteps 4937.
Path 234 | total_timesteps 4964.
Path 235 | total_timesteps 4983.
Path 236 | total_timesteps 5015.
Path 237 | total_timesteps 5044.
Path 238 | total_timesteps 5078.
Path 239 | total_timesteps 5097.
Path 240 | total_timesteps 5125.
Path 241 | total_timesteps 5144.
Path 242 | total_timesteps 5184.
Path 243 | total_timesteps 5200.
Path 244 | total_timesteps 5211.
Path 245 | total_timesteps 5231.
Path 246 | total_timesteps 5264.
Path 247 | total_timesteps 5283.
Path 248 | total_timesteps 5301.
Path 249 | total_timesteps 5325.
Path 250 | total_timesteps 5337.
Path 251 | total_timesteps 5353.
Path 252 | total_timesteps 5368.
Path 253 | total_timesteps 5387.
Path 254 | total_timesteps 5417.
Path 255 | total_timesteps 5432.
Path 256 | total_timesteps 5445.
Path 257 | total_timesteps 5463.
Path 258 | total_timesteps 5495.
Path 259 | total_timesteps 5509.
Path 260 | total_timesteps 5538.
Path 261 | total_timesteps 5555.
Path 262 | total_timesteps 5575.
Path 263 | total_timesteps 5594.
Path 264 | total_timesteps 5631.
Path 265 | total_timesteps 5641.
Path 266 | total_timesteps 5660.
Path 267 | total_timesteps 5679.
Path 268 | total_timesteps 5710.
Path 269 | total_timesteps 5717.
Path 270 | total_timesteps 5736.
Path 271 | total_timesteps 5779.
Path 272 | total_timesteps 5792.
Path 273 | total_timesteps 5803.
Path 274 | total_timesteps 5820.
Path 275 | total_timesteps 5841.
Path 276 | total_timesteps 5857.
Path 277 | total_timesteps 5879.
Path 278 | total_timesteps 5894.
Path 279 | total_timesteps 5903.
Path 280 | total_timesteps 5918.
Path 281 | total_timesteps 5936.
Path 282 | total_timesteps 5953.
Path 283 | total_timesteps 5977.
Path 284 | total_timesteps 5989.
Done generating random rollouts.
Creating normalization for training data.
Done creating normalization for training data.
Train dynamics model with intrinsic reward only? False
Pre-training enabled. Using only intrinsic reward.
Pre-training dynamics model for 0 iterations...
Done pre-training dynamics model.
Using external reward only.
itr #0 | 
Fitting dynamics.
Validation loss = 0.3362397253513336
Validation loss = 0.1352909505367279
Validation loss = 0.09466902166604996
Validation loss = 0.07740727812051773
Validation loss = 0.06901225447654724
Validation loss = 0.06337985396385193
Validation loss = 0.060194119811058044
Validation loss = 0.055364951491355896
Validation loss = 0.05061890929937363
Validation loss = 0.05067264288663864
Validation loss = 0.04929446056485176
Validation loss = 0.05751066282391548
Validation loss = 0.046133074909448624
Validation loss = 0.048153992742300034
Validation loss = 0.04246809333562851
Validation loss = 0.04333331063389778
Validation loss = 0.04208303242921829
Validation loss = 0.04449809342622757
Validation loss = 0.03984919190406799
Validation loss = 0.04141325503587723
Validation loss = 0.04172462224960327
Validation loss = 0.05894237384200096
Validation loss = 0.040513623505830765
Done fitting dynamics.
Updating randomness.
Done updating randomness.
Training policy using TRPO.
Re-initialize init_std.
Obtaining samples for iteration 0...
Obtaining samples for iteration 1...
Obtaining samples for iteration 2...
Obtaining samples for iteration 3...
Obtaining samples for iteration 4...
Obtaining samples for iteration 5...
Obtaining samples for iteration 6...
Obtaining samples for iteration 7...
Obtaining samples for iteration 8...
Obtaining samples for iteration 9...
Obtaining samples for iteration 10...
Obtaining samples for iteration 11...
Obtaining samples for iteration 12...
Obtaining samples for iteration 13...
Obtaining samples for iteration 14...
Obtaining samples for iteration 15...
Obtaining samples for iteration 16...
Obtaining samples for iteration 17...
Obtaining samples for iteration 18...
Obtaining samples for iteration 19...
Done training policy.
Generating on-policy rollouts.
Path 0 | total_timesteps 0.
Path 1 | total_timesteps 33.
Path 2 | total_timesteps 46.
Path 3 | total_timesteps 68.
Path 4 | total_timesteps 97.
Path 5 | total_timesteps 117.
Path 6 | total_timesteps 137.
Path 7 | total_timesteps 157.
Path 8 | total_timesteps 185.
Path 9 | total_timesteps 205.
Path 10 | total_timesteps 233.
Path 11 | total_timesteps 277.
Path 12 | total_timesteps 308.
Path 13 | total_timesteps 340.
Path 14 | total_timesteps 371.
Path 15 | total_timesteps 394.
Path 16 | total_timesteps 423.
Path 17 | total_timesteps 448.
Path 18 | total_timesteps 505.
Path 19 | total_timesteps 530.
Path 20 | total_timesteps 549.
Path 21 | total_timesteps 592.
Path 22 | total_timesteps 622.
Path 23 | total_timesteps 647.
Path 24 | total_timesteps 680.
Path 25 | total_timesteps 703.
Path 26 | total_timesteps 728.
Path 27 | total_timesteps 772.
Path 28 | total_timesteps 798.
Path 29 | total_timesteps 813.
Path 30 | total_timesteps 828.
Path 31 | total_timesteps 844.
Path 32 | total_timesteps 874.
Path 33 | total_timesteps 907.
Path 34 | total_timesteps 916.
Path 35 | total_timesteps 943.
Path 36 | total_timesteps 971.
Path 37 | total_timesteps 989.
Path 38 | total_timesteps 1021.
Path 39 | total_timesteps 1037.
Path 40 | total_timesteps 1074.
Path 41 | total_timesteps 1104.
Path 42 | total_timesteps 1115.
Path 43 | total_timesteps 1132.
Path 44 | total_timesteps 1158.
Path 45 | total_timesteps 1206.
Path 46 | total_timesteps 1227.
Path 47 | total_timesteps 1238.
Path 48 | total_timesteps 1255.
Path 49 | total_timesteps 1266.
Path 50 | total_timesteps 1291.
Path 51 | total_timesteps 1303.
Path 52 | total_timesteps 1317.
Path 53 | total_timesteps 1350.
Path 54 | total_timesteps 1383.
Path 55 | total_timesteps 1406.
Path 56 | total_timesteps 1421.
Path 57 | total_timesteps 1438.
Path 58 | total_timesteps 1457.
Path 59 | total_timesteps 1481.
Path 60 | total_timesteps 1496.
Path 61 | total_timesteps 1505.
Path 62 | total_timesteps 1525.
Path 63 | total_timesteps 1543.
Path 64 | total_timesteps 1609.
Path 65 | total_timesteps 1634.
Path 66 | total_timesteps 1657.
Path 67 | total_timesteps 1687.
Path 68 | total_timesteps 1702.
Path 69 | total_timesteps 1720.
Path 70 | total_timesteps 1739.
Path 71 | total_timesteps 1752.
Path 72 | total_timesteps 1809.
Path 73 | total_timesteps 1820.
Path 74 | total_timesteps 1870.
Path 75 | total_timesteps 1885.
Path 76 | total_timesteps 1928.
Path 77 | total_timesteps 1959.
Path 78 | total_timesteps 1975.
Path 79 | total_timesteps 1987.
Path 80 | total_timesteps 2007.
Path 81 | total_timesteps 2025.
Path 82 | total_timesteps 2060.
Path 83 | total_timesteps 2090.
Path 84 | total_timesteps 2108.
Path 85 | total_timesteps 2144.
Path 86 | total_timesteps 2195.
Path 87 | total_timesteps 2224.
Path 88 | total_timesteps 2245.
Path 89 | total_timesteps 2270.
Path 90 | total_timesteps 2280.
Path 91 | total_timesteps 2311.
Path 92 | total_timesteps 2346.
Path 93 | total_timesteps 2354.
Path 94 | total_timesteps 2369.
Path 95 | total_timesteps 2391.
Path 96 | total_timesteps 2409.
Path 97 | total_timesteps 2425.
Path 98 | total_timesteps 2438.
Path 99 | total_timesteps 2458.
Path 100 | total_timesteps 2470.
Path 101 | total_timesteps 2506.
Path 102 | total_timesteps 2543.
Path 103 | total_timesteps 2564.
Path 104 | total_timesteps 2586.
Path 105 | total_timesteps 2614.
Path 106 | total_timesteps 2645.
Path 107 | total_timesteps 2683.
Path 108 | total_timesteps 2703.
Path 109 | total_timesteps 2721.
Path 110 | total_timesteps 2740.
Path 111 | total_timesteps 2756.
Path 112 | total_timesteps 2777.
Path 113 | total_timesteps 2821.
Path 114 | total_timesteps 2841.
Path 115 | total_timesteps 2880.
Path 116 | total_timesteps 2910.
Path 117 | total_timesteps 2954.
Path 118 | total_timesteps 3003.
Path 119 | total_timesteps 3019.
Path 120 | total_timesteps 3050.
Path 121 | total_timesteps 3071.
Path 122 | total_timesteps 3099.
Path 123 | total_timesteps 3128.
Path 124 | total_timesteps 3136.
Path 125 | total_timesteps 3154.
Path 126 | total_timesteps 3174.
Path 127 | total_timesteps 3211.
Path 128 | total_timesteps 3233.
Path 129 | total_timesteps 3260.
Path 130 | total_timesteps 3295.
Path 131 | total_timesteps 3326.
Path 132 | total_timesteps 3348.
Path 133 | total_timesteps 3369.
Path 134 | total_timesteps 3393.
Path 135 | total_timesteps 3413.
Path 136 | total_timesteps 3459.
Path 137 | total_timesteps 3482.
Path 138 | total_timesteps 3510.
Path 139 | total_timesteps 3527.
Path 140 | total_timesteps 3551.
Path 141 | total_timesteps 3561.
Path 142 | total_timesteps 3589.
Path 143 | total_timesteps 3611.
Path 144 | total_timesteps 3644.
Path 145 | total_timesteps 3678.
Path 146 | total_timesteps 3700.
Path 147 | total_timesteps 3714.
Path 148 | total_timesteps 3734.
Path 149 | total_timesteps 3751.
Path 150 | total_timesteps 3776.
Path 151 | total_timesteps 3817.
Path 152 | total_timesteps 3851.
Path 153 | total_timesteps 3871.
Path 154 | total_timesteps 3910.
Path 155 | total_timesteps 3955.
Path 156 | total_timesteps 3977.
Path 157 | total_timesteps 3985.
Path 158 | total_timesteps 4014.
Path 159 | total_timesteps 4046.
Path 160 | total_timesteps 4067.
Path 161 | total_timesteps 4080.
Path 162 | total_timesteps 4120.
Path 163 | total_timesteps 4170.
Path 164 | total_timesteps 4191.
Path 165 | total_timesteps 4206.
Path 166 | total_timesteps 4225.
Path 167 | total_timesteps 4245.
Path 168 | total_timesteps 4262.
Path 169 | total_timesteps 4300.
Path 170 | total_timesteps 4322.
Path 171 | total_timesteps 4341.
Path 172 | total_timesteps 4355.
Path 173 | total_timesteps 4391.
Path 174 | total_timesteps 4410.
Path 175 | total_timesteps 4451.
Path 176 | total_timesteps 4477.
Path 177 | total_timesteps 4493.
Path 178 | total_timesteps 4510.
Path 179 | total_timesteps 4545.
Path 180 | total_timesteps 4575.
Path 181 | total_timesteps 4598.
Path 182 | total_timesteps 4623.
Path 183 | total_timesteps 4642.
Path 184 | total_timesteps 4655.
Path 185 | total_timesteps 4676.
Path 186 | total_timesteps 4712.
Path 187 | total_timesteps 4727.
Path 188 | total_timesteps 4757.
Path 189 | total_timesteps 4792.
Path 190 | total_timesteps 4819.
Path 191 | total_timesteps 4839.
Path 192 | total_timesteps 4864.
Path 193 | total_timesteps 4886.
Path 194 | total_timesteps 4897.
Path 195 | total_timesteps 4920.
Path 196 | total_timesteps 4944.
Path 197 | total_timesteps 4964.
Path 198 | total_timesteps 5002.
Path 199 | total_timesteps 5034.
Path 200 | total_timesteps 5074.
Path 201 | total_timesteps 5107.
Path 202 | total_timesteps 5122.
Path 203 | total_timesteps 5157.
Path 204 | total_timesteps 5176.
Path 205 | total_timesteps 5201.
Path 206 | total_timesteps 5224.
Path 207 | total_timesteps 5248.
Path 208 | total_timesteps 5273.
Path 209 | total_timesteps 5318.
Path 210 | total_timesteps 5329.
Path 211 | total_timesteps 5348.
Path 212 | total_timesteps 5370.
Path 213 | total_timesteps 5407.
Path 214 | total_timesteps 5428.
Path 215 | total_timesteps 5459.
Path 216 | total_timesteps 5488.
Path 217 | total_timesteps 5526.
Path 218 | total_timesteps 5550.
Path 219 | total_timesteps 5574.
Path 220 | total_timesteps 5596.
Path 221 | total_timesteps 5616.
Path 222 | total_timesteps 5647.
Path 223 | total_timesteps 5673.
Path 224 | total_timesteps 5704.
Path 225 | total_timesteps 5727.
Path 226 | total_timesteps 5757.
Path 227 | total_timesteps 5769.
Path 228 | total_timesteps 5796.
Path 229 | total_timesteps 5812.
Path 230 | total_timesteps 5838.
Path 231 | total_timesteps 5875.
Path 232 | total_timesteps 5906.
Path 233 | total_timesteps 5918.
Path 234 | total_timesteps 5954.
Path 235 | total_timesteps 5981.
Done generating on-policy rollouts.
Updating normalization.
Done updating normalization.
----------------------------
| AverageReturn | -9.82    |
| Iteration     | 0        |
| MaximumReturn | 9.67     |
| MinimumReturn | -26.3    |
| TotalSamples  | 8025     |
----------------------------
itr #1 | 
Fitting dynamics.
Validation loss = 0.09645739197731018
Validation loss = 0.06773631274700165
Validation loss = 0.05396351218223572
Validation loss = 0.049624066799879074
Validation loss = 0.04647620767354965
Validation loss = 0.043820157647132874
Validation loss = 0.044155053794384
Validation loss = 0.04091745987534523
Validation loss = 0.04086398333311081
Validation loss = 0.041923295706510544
Validation loss = 0.04133253172039986
Validation loss = 0.04027014598250389
Validation loss = 0.043062079697847366
Validation loss = 0.037279896438121796
Validation loss = 0.040602151304483414
Validation loss = 0.039462827146053314
Validation loss = 0.03783600777387619
Validation loss = 0.03976709395647049
Done fitting dynamics.
Updating randomness.
Done updating randomness.
Training policy using TRPO.
Re-initialize init_std.
Obtaining samples for iteration 0...
Obtaining samples for iteration 1...
Obtaining samples for iteration 2...
Obtaining samples for iteration 3...
Obtaining samples for iteration 4...
Obtaining samples for iteration 5...
Obtaining samples for iteration 6...
Obtaining samples for iteration 7...
Obtaining samples for iteration 8...
Obtaining samples for iteration 9...
Obtaining samples for iteration 10...
Obtaining samples for iteration 11...
Obtaining samples for iteration 12...
Obtaining samples for iteration 13...
Obtaining samples for iteration 14...
Obtaining samples for iteration 15...
Obtaining samples for iteration 16...
Obtaining samples for iteration 17...
Obtaining samples for iteration 18...
Obtaining samples for iteration 19...
Done training policy.
Generating on-policy rollouts.
Path 0 | total_timesteps 0.
Path 1 | total_timesteps 10.
Path 2 | total_timesteps 20.
Path 3 | total_timesteps 30.
Path 4 | total_timesteps 46.
Path 5 | total_timesteps 53.
Path 6 | total_timesteps 59.
Path 7 | total_timesteps 75.
Path 8 | total_timesteps 83.
Path 9 | total_timesteps 94.
Path 10 | total_timesteps 105.
Path 11 | total_timesteps 115.
Path 12 | total_timesteps 123.
Path 13 | total_timesteps 131.
Path 14 | total_timesteps 144.
Path 15 | total_timesteps 154.
Path 16 | total_timesteps 166.
Path 17 | total_timesteps 182.
Path 18 | total_timesteps 192.
Path 19 | total_timesteps 206.
Path 20 | total_timesteps 222.
Path 21 | total_timesteps 231.
Path 22 | total_timesteps 241.
Path 23 | total_timesteps 249.
Path 24 | total_timesteps 260.
Path 25 | total_timesteps 271.
Path 26 | total_timesteps 284.
Path 27 | total_timesteps 302.
Path 28 | total_timesteps 314.
Path 29 | total_timesteps 323.
Path 30 | total_timesteps 333.
Path 31 | total_timesteps 344.
Path 32 | total_timesteps 363.
Path 33 | total_timesteps 375.
Path 34 | total_timesteps 385.
Path 35 | total_timesteps 399.
Path 36 | total_timesteps 413.
Path 37 | total_timesteps 423.
Path 38 | total_timesteps 433.
Path 39 | total_timesteps 446.
Path 40 | total_timesteps 456.
Path 41 | total_timesteps 467.
Path 42 | total_timesteps 483.
Path 43 | total_timesteps 491.
Path 44 | total_timesteps 499.
Path 45 | total_timesteps 508.
Path 46 | total_timesteps 518.
Path 47 | total_timesteps 525.
Path 48 | total_timesteps 542.
Path 49 | total_timesteps 553.
Path 50 | total_timesteps 560.
Path 51 | total_timesteps 575.
Path 52 | total_timesteps 584.
Path 53 | total_timesteps 595.
Path 54 | total_timesteps 612.
Path 55 | total_timesteps 620.
Path 56 | total_timesteps 629.
Path 57 | total_timesteps 637.
Path 58 | total_timesteps 645.
Path 59 | total_timesteps 657.
Path 60 | total_timesteps 670.
Path 61 | total_timesteps 677.
Path 62 | total_timesteps 690.
Path 63 | total_timesteps 700.
Path 64 | total_timesteps 712.
Path 65 | total_timesteps 721.
Path 66 | total_timesteps 730.
Path 67 | total_timesteps 741.
Path 68 | total_timesteps 769.
Path 69 | total_timesteps 781.
Path 70 | total_timesteps 791.
Path 71 | total_timesteps 804.
Path 72 | total_timesteps 824.
Path 73 | total_timesteps 832.
Path 74 | total_timesteps 842.
Path 75 | total_timesteps 851.
Path 76 | total_timesteps 873.
Path 77 | total_timesteps 880.
Path 78 | total_timesteps 891.
Path 79 | total_timesteps 901.
Path 80 | total_timesteps 917.
Path 81 | total_timesteps 929.
Path 82 | total_timesteps 936.
Path 83 | total_timesteps 948.
Path 84 | total_timesteps 956.
Path 85 | total_timesteps 971.
Path 86 | total_timesteps 984.
Path 87 | total_timesteps 1007.
Path 88 | total_timesteps 1015.
Path 89 | total_timesteps 1022.
Path 90 | total_timesteps 1040.
Path 91 | total_timesteps 1050.
Path 92 | total_timesteps 1073.
Path 93 | total_timesteps 1083.
Path 94 | total_timesteps 1094.
Path 95 | total_timesteps 1105.
Path 96 | total_timesteps 1114.
Path 97 | total_timesteps 1122.
Path 98 | total_timesteps 1131.
Path 99 | total_timesteps 1144.
Path 100 | total_timesteps 1151.
Path 101 | total_timesteps 1159.
Path 102 | total_timesteps 1169.
Path 103 | total_timesteps 1179.
Path 104 | total_timesteps 1193.
Path 105 | total_timesteps 1208.
Path 106 | total_timesteps 1218.
Path 107 | total_timesteps 1227.
Path 108 | total_timesteps 1240.
Path 109 | total_timesteps 1248.
Path 110 | total_timesteps 1260.
Path 111 | total_timesteps 1271.
Path 112 | total_timesteps 1282.
Path 113 | total_timesteps 1292.
Path 114 | total_timesteps 1301.
Path 115 | total_timesteps 1311.
Path 116 | total_timesteps 1325.
Path 117 | total_timesteps 1337.
Path 118 | total_timesteps 1349.
Path 119 | total_timesteps 1358.
Path 120 | total_timesteps 1373.
Path 121 | total_timesteps 1395.
Path 122 | total_timesteps 1406.
Path 123 | total_timesteps 1417.
Path 124 | total_timesteps 1424.
