Logging to experiments/gym_fwalker2d/W/Mon-07-Nov-2022-10-28-41-AM-CST_gym_fwalker2d_trpo_iteration_20_seed3214
Print configuration .....
{'env_name': 'gym_fwalker2d', 'random_seeds': [3214, 2431, 2531, 2231], 'save_variables': False, 'model_save_dir': '/tmp/gym_fwalker2d_models/', 'restore_variables': False, 'start_onpol_iter': 0, 'onpol_iters': 33, 'num_path_random': 6, 'num_path_onpol': 6, 'env_horizon': 1000, 'max_train_data': 200000, 'max_val_data': 100000, 'discard_ratio': 0.0, 'dynamics': {'pre_training': {'mode': 'intrinsic_reward', 'itr': 0, 'policy_itr': 20}, 'model': 'nn', 'ensemble': False, 'ensemble_model_count': 5, 'enable_particle_ensemble': True, 'particles': 5, 'obs_var': 1.0, 'intrinsic_reward_coeff': 1.0, 'ita': 1.0, 'mode': 'random', 'val': True, 'n_layers': 4, 'hidden_size': 1000, 'activation': 'relu', 'batch_size': 1000, 'learning_rate': 0.001, 'reg_coeff': 0.0, 'epochs': 200, 'kfac_params': {'learning_rate': 0.1, 'damping': 0.001, 'momentum': 0.9, 'kl_clip': 0.0001, 'cov_ema_decay': 0.99}}, 'policy': {'network_shape': [64, 64], 'init_logstd': 0.0, 'activation': 'tanh', 'reinitialize_every_itr': False}, 'trpo': {'horizon': 1000, 'gamma': 0.99, 'step_size': 0.01, 'iterations': 20, 'batch_size': 50000, 'gae': 0.95, 'visualization': False, 'visualize_iterations': [0]}, 'algo': 'trpo'}
Generating random rollouts.
Path 0 | total_timesteps 0.
Path 75 | total_timesteps 1417.
Path 76 | total_timesteps 1427.
Path 77 | total_timesteps 1460.
Path 78 | total_timesteps 1483.
Path 79 | total_timesteps 1504.
Path 80 | total_timesteps 1521.
Path 81 | total_timesteps 1537.
Path 82 | total_timesteps 1545.
Path 83 | total_timesteps 1570.
Path 84 | total_timesteps 1595.
Path 85 | total_timesteps 1610.
Path 86 | total_timesteps 1664.
Path 87 | total_timesteps 1688.
Path 88 | total_timesteps 1709.
Path 89 | total_timesteps 1729.
Path 90 | total_timesteps 1756.
Path 91 | total_timesteps 1778.
Path 92 | total_timesteps 1794.
Path 93 | total_timesteps 1834.
Path 94 | total_timesteps 1852.
Path 95 | total_timesteps 1876.
Path 96 | total_timesteps 1895.
Path 97 | total_timesteps 1915.
Path 98 | total_timesteps 1940.
Path 99 | total_timesteps 1963.
Path 100 | total_timesteps 1985.
Path 101 | total_timesteps 2011.
Path 102 | total_timesteps 2026.
Path 103 | total_timesteps 2040.
Path 104 | total_timesteps 2056.
Path 105 | total_timesteps 2068.
Path 106 | total_timesteps 2085.
Path 107 | total_timesteps 2095.
Path 108 | total_timesteps 2109.
Path 109 | total_timesteps 2120.
Path 110 | total_timesteps 2171.
Path 111 | total_timesteps 2192.
Path 112 | total_timesteps 2209.
Path 113 | total_timesteps 2236.
Path 114 | total_timesteps 2257.
Path 115 | total_timesteps 2280.
Path 116 | total_timesteps 2313.
Path 117 | total_timesteps 2331.
Path 118 | total_timesteps 2343.
Path 119 | total_timesteps 2380.
Path 120 | total_timesteps 2400.
Path 121 | total_timesteps 2413.
Path 122 | total_timesteps 2436.
Path 123 | total_timesteps 2448.
Path 124 | total_timesteps 2466.
Path 125 | total_timesteps 2489.
Path 126 | total_timesteps 2509.
Path 127 | total_timesteps 2540.
Path 128 | total_timesteps 2556.
Path 129 | total_timesteps 2572.
Path 130 | total_timesteps 2587.
Path 131 | total_timesteps 2607.
Path 132 | total_timesteps 2625.
Path 133 | total_timesteps 2638.
Path 134 | total_timesteps 2655.
Path 135 | total_timesteps 2678.
Path 136 | total_timesteps 2702.
Path 137 | total_timesteps 2724.
Path 138 | total_timesteps 2766.
Path 139 | total_timesteps 2775.
Path 140 | total_timesteps 2794.
Path 141 | total_timesteps 2815.
Path 142 | total_timesteps 2827.
Path 143 | total_timesteps 2848.
Path 144 | total_timesteps 2869.
Path 145 | total_timesteps 2893.
Path 146 | total_timesteps 2922.
Path 147 | total_timesteps 2935.
Path 148 | total_timesteps 2952.
Path 149 | total_timesteps 2982.
Path 150 | total_timesteps 3009.
Path 151 | total_timesteps 3029.
Path 152 | total_timesteps 3057.
Path 153 | total_timesteps 3071.
Path 154 | total_timesteps 3082.
Path 155 | total_timesteps 3092.
Path 156 | total_timesteps 3111.
Path 157 | total_timesteps 3130.
Path 158 | total_timesteps 3147.
Path 159 | total_timesteps 3167.
Path 160 | total_timesteps 3196.
Path 161 | total_timesteps 3213.
Path 162 | total_timesteps 3233.
Path 163 | total_timesteps 3247.
Path 164 | total_timesteps 3265.
Path 165 | total_timesteps 3276.
Path 166 | total_timesteps 3297.
Path 167 | total_timesteps 3320.
Path 168 | total_timesteps 3334.
Path 169 | total_timesteps 3345.
Path 170 | total_timesteps 3373.
Path 171 | total_timesteps 3387.
Path 172 | total_timesteps 3404.
Path 173 | total_timesteps 3418.
Path 174 | total_timesteps 3434.
Path 175 | total_timesteps 3451.
Path 176 | total_timesteps 3465.
Path 177 | total_timesteps 3491.
Path 178 | total_timesteps 3519.
Path 179 | total_timesteps 3548.
Path 180 | total_timesteps 3567.
Path 181 | total_timesteps 3586.
Path 182 | total_timesteps 3607.
Path 183 | total_timesteps 3629.
Path 184 | total_timesteps 3643.
Path 185 | total_timesteps 3654.
Path 186 | total_timesteps 3677.
Path 187 | total_timesteps 3702.
Path 188 | total_timesteps 3727.
Path 189 | total_timesteps 3743.
Path 190 | total_timesteps 3762.
Path 191 | total_timesteps 3775.
Path 192 | total_timesteps 3797.
Path 193 | total_timesteps 3818.
Path 194 | total_timesteps 3840.
Path 195 | total_timesteps 3865.
Path 196 | total_timesteps 3882.
Path 197 | total_timesteps 3895.
Path 198 | total_timesteps 3907.
Path 199 | total_timesteps 3923.
Path 200 | total_timesteps 3949.
Path 201 | total_timesteps 3956.
Path 202 | total_timesteps 3968.
Path 203 | total_timesteps 3979.
Path 204 | total_timesteps 3996.
Path 205 | total_timesteps 4022.
Path 206 | total_timesteps 4046.
Path 207 | total_timesteps 4060.
Path 208 | total_timesteps 4077.
Path 209 | total_timesteps 4096.
Path 210 | total_timesteps 4121.
Path 211 | total_timesteps 4151.
Path 212 | total_timesteps 4163.
Path 213 | total_timesteps 4188.
Path 214 | total_timesteps 4195.
Path 215 | total_timesteps 4216.
Path 216 | total_timesteps 4235.
Path 217 | total_timesteps 4255.
Path 218 | total_timesteps 4273.
Path 219 | total_timesteps 4299.
Path 220 | total_timesteps 4314.
Path 221 | total_timesteps 4330.
Path 222 | total_timesteps 4370.
Path 223 | total_timesteps 4397.
Path 224 | total_timesteps 4420.
Path 225 | total_timesteps 4430.
Path 226 | total_timesteps 4451.
Path 227 | total_timesteps 4465.
Path 228 | total_timesteps 4501.
Path 229 | total_timesteps 4531.
Path 230 | total_timesteps 4561.
Path 231 | total_timesteps 4582.
Path 232 | total_timesteps 4603.
Path 233 | total_timesteps 4623.
Path 234 | total_timesteps 4664.
Path 235 | total_timesteps 4681.
Path 236 | total_timesteps 4694.
Path 237 | total_timesteps 4707.
Path 238 | total_timesteps 4749.
Path 239 | total_timesteps 4774.
Path 240 | total_timesteps 4796.
Path 241 | total_timesteps 4828.
Path 242 | total_timesteps 4839.
Path 243 | total_timesteps 4853.
Path 244 | total_timesteps 4873.
Path 245 | total_timesteps 4898.
Path 246 | total_timesteps 4923.
Path 247 | total_timesteps 4942.
Path 248 | total_timesteps 4959.
Path 249 | total_timesteps 4993.
Path 250 | total_timesteps 5017.
Path 251 | total_timesteps 5029.
Path 252 | total_timesteps 5045.
Path 253 | total_timesteps 5055.
Path 254 | total_timesteps 5069.
Path 255 | total_timesteps 5082.
Path 256 | total_timesteps 5105.
Path 257 | total_timesteps 5115.
Path 258 | total_timesteps 5138.
Path 259 | total_timesteps 5155.
Path 260 | total_timesteps 5167.
Path 261 | total_timesteps 5193.
Path 262 | total_timesteps 5220.
Path 263 | total_timesteps 5233.
Path 264 | total_timesteps 5260.
Path 265 | total_timesteps 5286.
Path 266 | total_timesteps 5307.
Path 267 | total_timesteps 5319.
Path 268 | total_timesteps 5349.
Path 269 | total_timesteps 5369.
Path 270 | total_timesteps 5392.
Path 271 | total_timesteps 5427.
Path 272 | total_timesteps 5440.
Path 273 | total_timesteps 5458.
Path 274 | total_timesteps 5477.
Path 275 | total_timesteps 5493.
Path 276 | total_timesteps 5510.
Path 277 | total_timesteps 5532.
Path 278 | total_timesteps 5560.
Path 279 | total_timesteps 5580.
Path 280 | total_timesteps 5589.
Path 281 | total_timesteps 5604.
Path 282 | total_timesteps 5632.
Path 283 | total_timesteps 5652.
Path 284 | total_timesteps 5667.
Path 285 | total_timesteps 5704.
Path 286 | total_timesteps 5729.
Path 287 | total_timesteps 5749.
Path 288 | total_timesteps 5771.
Path 289 | total_timesteps 5794.
Path 290 | total_timesteps 5821.
Path 291 | total_timesteps 5848.
Path 292 | total_timesteps 5875.
Path 293 | total_timesteps 5889.
Path 294 | total_timesteps 5917.
Path 295 | total_timesteps 5929.
Path 296 | total_timesteps 5945.
Path 297 | total_timesteps 5962.
Path 298 | total_timesteps 5978.
Path 299 | total_timesteps 5995.
Done generating random rollouts.
Creating normalization for training data.
Done creating normalization for training data.
Train dynamics model with intrinsic reward only? False
Pre-training enabled. Using only intrinsic reward.
Pre-training dynamics model for 0 iterations...
Done pre-training dynamics model.
Using external reward only.
itr #0 | 
Fitting dynamics.
Validation loss = 0.5096908211708069
Validation loss = 0.12155133485794067
Validation loss = 0.09314990043640137
Validation loss = 0.08557695895433426
Validation loss = 0.0759066790342331
Validation loss = 0.0698205828666687
Validation loss = 0.06545142829418182
Validation loss = 0.06336560845375061
Validation loss = 0.057106487452983856
Validation loss = 0.05453263223171234
Validation loss = 0.05410988628864288
Validation loss = 0.0696793794631958
Validation loss = 0.0496666356921196
Validation loss = 0.048590198159217834
Validation loss = 0.049679048359394073
Validation loss = 0.04876793920993805
Validation loss = 0.0526120588183403
Validation loss = 0.04589543864130974
Validation loss = 0.04638070613145828
Validation loss = 0.04877597093582153
Validation loss = 0.04694363474845886
Validation loss = 0.051613472402095795
Done fitting dynamics.
Updating randomness.
Done updating randomness.
Training policy using TRPO.
Re-initialize init_std.
Obtaining samples for iteration 0...
Obtaining samples for iteration 1...
Obtaining samples for iteration 2...
Obtaining samples for iteration 3...
Obtaining samples for iteration 4...
Obtaining samples for iteration 5...
Obtaining samples for iteration 6...
Obtaining samples for iteration 7...
Obtaining samples for iteration 8...
Obtaining samples for iteration 9...
Obtaining samples for iteration 10...
Obtaining samples for iteration 11...
Obtaining samples for iteration 12...
Obtaining samples for iteration 13...
Obtaining samples for iteration 14...
Obtaining samples for iteration 15...
Obtaining samples for iteration 16...
Obtaining samples for iteration 17...
Obtaining samples for iteration 18...
Obtaining samples for iteration 19...
Done training policy.
Generating on-policy rollouts.
Path 0 | total_timesteps 0.
Path 1 | total_timesteps 9.
Path 2 | total_timesteps 35.
Path 3 | total_timesteps 57.
Path 4 | total_timesteps 68.
Path 5 | total_timesteps 94.
Path 6 | total_timesteps 108.
Path 7 | total_timesteps 127.
Path 8 | total_timesteps 139.
Path 9 | total_timesteps 155.
Path 10 | total_timesteps 182.
Path 11 | total_timesteps 198.
Path 12 | total_timesteps 207.
Path 13 | total_timesteps 216.
Path 14 | total_timesteps 247.
Path 15 | total_timesteps 259.
Path 16 | total_timesteps 272.
Path 17 | total_timesteps 287.
Path 18 | total_timesteps 302.
Path 19 | total_timesteps 318.
Path 20 | total_timesteps 327.
Path 21 | total_timesteps 349.
Path 22 | total_timesteps 362.
Path 23 | total_timesteps 370.
Path 24 | total_timesteps 382.
Path 25 | total_timesteps 408.
Path 26 | total_timesteps 435.
Path 27 | total_timesteps 449.
Path 28 | total_timesteps 468.
Path 29 | total_timesteps 479.
Path 30 | total_timesteps 499.
Path 31 | total_timesteps 514.
Path 32 | total_timesteps 535.
Path 33 | total_timesteps 550.
Path 34 | total_timesteps 568.
Path 35 | total_timesteps 582.
Path 36 | total_timesteps 593.
Path 37 | total_timesteps 615.
Path 38 | total_timesteps 635.
Path 39 | total_timesteps 647.
Path 40 | total_timesteps 661.
Path 41 | total_timesteps 680.
Path 42 | total_timesteps 698.
Path 43 | total_timesteps 724.
Path 44 | total_timesteps 741.
Path 45 | total_timesteps 756.
Path 46 | total_timesteps 764.
Path 47 | total_timesteps 771.
Path 48 | total_timesteps 783.
Path 49 | total_timesteps 797.
Path 50 | total_timesteps 814.
Path 51 | total_timesteps 835.
Path 52 | total_timesteps 856.
Path 53 | total_timesteps 866.
Path 54 | total_timesteps 886.
Path 55 | total_timesteps 895.
Path 56 | total_timesteps 910.
Path 57 | total_timesteps 927.
Path 58 | total_timesteps 939.
Path 59 | total_timesteps 953.
Path 60 | total_timesteps 966.
Path 61 | total_timesteps 996.
Path 62 | total_timesteps 1005.
Path 63 | total_timesteps 1020.
Path 64 | total_timesteps 1037.
Path 65 | total_timesteps 1050.
Path 66 | total_timesteps 1068.
Path 67 | total_timesteps 1082.
Path 68 | total_timesteps 1104.
Path 69 | total_timesteps 1113.
Path 70 | total_timesteps 1130.
Path 71 | total_timesteps 1139.
Path 72 | total_timesteps 1157.
Path 73 | total_timesteps 1174.
Path 74 | total_timesteps 1200.
Path 75 | total_timesteps 1212.
Path 76 | total_timesteps 1226.
Path 77 | total_timesteps 1246.
Path 78 | total_timesteps 1275.
Path 79 | total_timesteps 1296.
Path 80 | total_timesteps 1312.
Path 81 | total_timesteps 1326.
Path 82 | total_timesteps 1352.
Path 83 | total_timesteps 1361.
Path 84 | total_timesteps 1376.
Path 85 | total_timesteps 1394.
Path 86 | total_timesteps 1406.
Path 87 | total_timesteps 1423.
Path 88 | total_timesteps 1433.
Path 89 | total_timesteps 1457.
Path 90 | total_timesteps 1471.
Path 91 | total_timesteps 1483.
Path 92 | total_timesteps 1506.
Path 93 | total_timesteps 1531.
Path 94 | total_timesteps 1546.
Path 95 | total_timesteps 1565.
Path 96 | total_timesteps 1584.
Path 97 | total_timesteps 1594.
Path 98 | total_timesteps 1614.
Path 99 | total_timesteps 1634.
Path 100 | total_timesteps 1655.
Path 101 | total_timesteps 1671.
Path 102 | total_timesteps 1699.
Path 103 | total_timesteps 1709.
Path 104 | total_timesteps 1726.
Path 105 | total_timesteps 1749.
Path 106 | total_timesteps 1767.
Path 107 | total_timesteps 1788.
Path 108 | total_timesteps 1804.
Path 109 | total_timesteps 1811.
Path 110 | total_timesteps 1824.
Path 111 | total_timesteps 1833.
Path 112 | total_timesteps 1851.
Path 113 | total_timesteps 1868.
Path 114 | total_timesteps 1878.
Path 115 | total_timesteps 1898.
Path 116 | total_timesteps 1912.
Path 117 | total_timesteps 1924.
Path 118 | total_timesteps 1945.
Path 119 | total_timesteps 1957.
Path 120 | total_timesteps 1976.
Path 121 | total_timesteps 1991.
Path 122 | total_timesteps 2007.
Path 123 | total_timesteps 2015.
Path 124 | total_timesteps 2042.
Path 125 | total_timesteps 2051.
Path 126 | total_timesteps 2063.
Path 127 | total_timesteps 2084.
Path 128 | total_timesteps 2103.
Path 129 | total_timesteps 2125.
Path 130 | total_timesteps 2138.
Path 131 | total_timesteps 2155.
Path 132 | total_timesteps 2171.
Path 133 | total_timesteps 2195.
Path 134 | total_timesteps 2206.
Path 135 | total_timesteps 2231.
Path 136 | total_timesteps 2252.
Path 137 | total_timesteps 2268.
Path 138 | total_timesteps 2278.
Path 139 | total_timesteps 2293.
Path 140 | total_timesteps 2306.
Path 141 | total_timesteps 2326.
Path 142 | total_timesteps 2361.
Path 143 | total_timesteps 2378.
Path 144 | total_timesteps 2387.
Path 145 | total_timesteps 2403.
Path 146 | total_timesteps 2419.
Path 147 | total_timesteps 2432.
Path 148 | total_timesteps 2445.
Path 149 | total_timesteps 2455.
Path 150 | total_timesteps 2473.
Path 151 | total_timesteps 2487.
Path 152 | total_timesteps 2513.
Path 153 | total_timesteps 2525.
Path 154 | total_timesteps 2547.
Path 155 | total_timesteps 2564.
Path 156 | total_timesteps 2578.
Path 157 | total_timesteps 2601.
Path 158 | total_timesteps 2617.
Path 159 | total_timesteps 2642.
Path 160 | total_timesteps 2657.
Path 161 | total_timesteps 2672.
Path 162 | total_timesteps 2691.
Path 163 | total_timesteps 2707.
Path 164 | total_timesteps 2715.
Path 165 | total_timesteps 2749.
Path 166 | total_timesteps 2763.
Path 167 | total_timesteps 2774.
Path 168 | total_timesteps 2794.
Path 169 | total_timesteps 2807.
Path 170 | total_timesteps 2825.
Path 171 | total_timesteps 2841.
Path 172 | total_timesteps 2851.
Path 173 | total_timesteps 2867.
Path 174 | total_timesteps 2877.
Path 175 | total_timesteps 2900.
Path 176 | total_timesteps 2909.
Path 177 | total_timesteps 2924.
Path 178 | total_timesteps 2950.
Path 179 | total_timesteps 2962.
Path 180 | total_timesteps 2980.
Path 181 | total_timesteps 3000.
Path 182 | total_timesteps 3011.
Path 183 | total_timesteps 3043.
Path 184 | total_timesteps 3058.
Path 185 | total_timesteps 3092.
Path 186 | total_timesteps 3103.
Path 187 | total_timesteps 3121.
Path 188 | total_timesteps 3136.
Path 189 | total_timesteps 3153.
Path 190 | total_timesteps 3164.
Path 191 | total_timesteps 3178.
Path 192 | total_timesteps 3195.
Path 193 | total_timesteps 3205.
Path 194 | total_timesteps 3220.
Path 195 | total_timesteps 3240.
Path 196 | total_timesteps 3248.
Path 197 | total_timesteps 3273.
Path 198 | total_timesteps 3300.
Path 199 | total_timesteps 3325.
Path 200 | total_timesteps 3336.
Path 201 | total_timesteps 3350.
Path 202 | total_timesteps 3363.
Path 203 | total_timesteps 3379.
Path 204 | total_timesteps 3392.
Path 205 | total_timesteps 3417.
Path 206 | total_timesteps 3436.
Path 207 | total_timesteps 3446.
Path 208 | total_timesteps 3472.
Path 209 | total_timesteps 3496.
Path 210 | total_timesteps 3509.
Path 211 | total_timesteps 3518.
Path 212 | total_timesteps 3555.
Path 213 | total_timesteps 3576.
Path 214 | total_timesteps 3594.
Path 215 | total_timesteps 3607.
Path 216 | total_timesteps 3622.
Path 217 | total_timesteps 3632.
Path 218 | total_timesteps 3656.
Path 219 | total_timesteps 3685.
Path 220 | total_timesteps 3728.
Path 221 | total_timesteps 3740.
Path 222 | total_timesteps 3758.
Path 223 | total_timesteps 3790.
Path 224 | total_timesteps 3815.
Path 225 | total_timesteps 3836.
Path 226 | total_timesteps 3854.
Path 227 | total_timesteps 3870.
Path 228 | total_timesteps 3887.
Path 229 | total_timesteps 3907.
Path 230 | total_timesteps 3930.
Path 231 | total_timesteps 3941.
Path 232 | total_timesteps 3950.
Path 233 | total_timesteps 3971.
Path 234 | total_timesteps 3997.
Path 235 | total_timesteps 4015.
Path 236 | total_timesteps 4031.
Path 237 | total_timesteps 4044.
Path 238 | total_timesteps 4065.
Path 239 | total_timesteps 4075.
Path 240 | total_timesteps 4108.
Path 241 | total_timesteps 4126.
Path 242 | total_timesteps 4144.
Path 243 | total_timesteps 4160.
Path 244 | total_timesteps 4174.
Path 245 | total_timesteps 4188.
Path 246 | total_timesteps 4206.
Path 247 | total_timesteps 4221.
Path 248 | total_timesteps 4240.
Path 249 | total_timesteps 4248.
Path 250 | total_timesteps 4256.
Path 251 | total_timesteps 4269.
Path 252 | total_timesteps 4293.
Path 253 | total_timesteps 4323.
Path 254 | total_timesteps 4337.
Path 255 | total_timesteps 4351.
Path 256 | total_timesteps 4371.
Path 257 | total_timesteps 4392.
Path 258 | total_timesteps 4406.
Path 259 | total_timesteps 4415.
Path 260 | total_timesteps 4424.
Path 261 | total_timesteps 4437.
Path 262 | total_timesteps 4454.
Path 263 | total_timesteps 4475.
Path 264 | total_timesteps 4491.
Path 265 | total_timesteps 4505.
Path 266 | total_timesteps 4536.
Path 267 | total_timesteps 4553.
Path 268 | total_timesteps 4575.
Path 269 | total_timesteps 4602.
Path 270 | total_timesteps 4614.
Path 271 | total_timesteps 4629.
Path 272 | total_timesteps 4648.
Path 273 | total_timesteps 4660.
Path 274 | total_timesteps 4675.
Path 275 | total_timesteps 4691.
Path 276 | total_timesteps 4703.
Path 277 | total_timesteps 4716.
Path 278 | total_timesteps 4744.
Path 279 | total_timesteps 4753.
Path 280 | total_timesteps 4765.
Path 281 | total_timesteps 4779.
Path 282 | total_timesteps 4791.
Path 283 | total_timesteps 4804.
Path 284 | total_timesteps 4821.
Path 285 | total_timesteps 4839.
Path 286 | total_timesteps 4863.
Path 287 | total_timesteps 4888.
Path 288 | total_timesteps 4895.
Path 289 | total_timesteps 4923.
Path 290 | total_timesteps 4939.
Path 291 | total_timesteps 4948.
Path 292 | total_timesteps 4963.
Path 293 | total_timesteps 4982.
Path 294 | total_timesteps 4990.
Path 295 | total_timesteps 5014.
Path 296 | total_timesteps 5022.
Path 297 | total_timesteps 5035.
Path 298 | total_timesteps 5056.
Path 299 | total_timesteps 5069.
Path 300 | total_timesteps 5078.
Path 301 | total_timesteps 5100.
Path 302 | total_timesteps 5115.
Path 303 | total_timesteps 5129.
Path 304 | total_timesteps 5138.
Path 305 | total_timesteps 5175.
Path 306 | total_timesteps 5202.
Path 307 | total_timesteps 5212.
Path 308 | total_timesteps 5231.
Path 309 | total_timesteps 5246.
Path 310 | total_timesteps 5272.
Path 311 | total_timesteps 5285.
Path 312 | total_timesteps 5298.
Path 313 | total_timesteps 5316.
Path 314 | total_timesteps 5344.
Path 315 | total_timesteps 5359.
Path 316 | total_timesteps 5384.
Path 317 | total_timesteps 5398.
Path 318 | total_timesteps 5413.
Path 319 | total_timesteps 5425.
Path 320 | total_timesteps 5436.
Path 321 | total_timesteps 5449.
Path 322 | total_timesteps 5459.
Path 323 | total_timesteps 5474.
Path 324 | total_timesteps 5489.
Path 325 | total_timesteps 5518.
Path 326 | total_timesteps 5537.
Path 327 | total_timesteps 5548.
Path 328 | total_timesteps 5559.
Path 329 | total_timesteps 5568.
Path 330 | total_timesteps 5587.
Path 331 | total_timesteps 5601.
Path 332 | total_timesteps 5617.
Path 333 | total_timesteps 5640.
Path 334 | total_timesteps 5648.
Path 335 | total_timesteps 5659.
Path 336 | total_timesteps 5687.
Path 337 | total_timesteps 5709.
Path 338 | total_timesteps 5724.
Path 339 | total_timesteps 5753.
Path 340 | total_timesteps 5777.
Path 341 | total_timesteps 5796.
Path 342 | total_timesteps 5811.
Path 343 | total_timesteps 5828.
Path 344 | total_timesteps 5839.
Path 345 | total_timesteps 5851.
Path 346 | total_timesteps 5867.
Path 347 | total_timesteps 5895.
Path 348 | total_timesteps 5904.
Path 349 | total_timesteps 5918.
Path 350 | total_timesteps 5969.
Path 351 | total_timesteps 5980.
Path 352 | total_timesteps 5999.
Done generating on-policy rollouts.
Updating normalization.
Done updating normalization.
----------------------------
| AverageReturn | -7.19    |
| Iteration     | 0        |
| MaximumReturn | 5.59     |
| MinimumReturn | -20.5    |
| TotalSamples  | 8035     |
----------------------------
itr #1 | 
Fitting dynamics.
Validation loss = 0.08287151157855988
Validation loss = 0.06836672127246857
Validation loss = 0.050871722400188446
Validation loss = 0.04252996668219566
Validation loss = 0.04165756329894066
Validation loss = 0.03802827000617981
Validation loss = 0.037393029779195786
Validation loss = 0.034445229917764664
Validation loss = 0.035038355737924576
Validation loss = 0.03546346724033356
Validation loss = 0.03368210047483444
Validation loss = 0.032508932054042816
Validation loss = 0.056678395718336105
Validation loss = 0.03432216867804527
Validation loss = 0.030970130115747452
Validation loss = 0.03105352818965912
Validation loss = 0.03316826745867729
Validation loss = 0.033810872584581375
Validation loss = 0.03321851044893265
Done fitting dynamics.
Updating randomness.
Done updating randomness.
Training policy using TRPO.
Re-initialize init_std.
Obtaining samples for iteration 0...
Obtaining samples for iteration 1...
Obtaining samples for iteration 2...
Obtaining samples for iteration 3...
Obtaining samples for iteration 4...
Obtaining samples for iteration 5...
Obtaining samples for iteration 6...
Obtaining samples for iteration 7...
Obtaining samples for iteration 8...
